,Age_08_04,Mfg_Month,Mfg_Year,KM,HP,Met_Color,Automatic,CC,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar,Diesel,Petrol,Black,Blue,Green,Grey,Red,Silver,Violet,White,Yellow
140,44,1,2001,110000,69,1,0,1900,5,4,5,185,1095,0,0,6,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
141,42,3,2001,105699,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
142,44,1,2001,96829,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
143,40,5,2001,96518,97,1,0,1400,3,4,5,69,1025,0,1,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
144,35,10,2001,91456,69,1,0,1900,3,4,5,185,1110,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
145,43,2,2001,89968,69,1,0,1900,5,4,5,185,1140,0,0,3,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
146,44,1,2001,89757,110,1,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
147,43,2,2001,85017,97,0,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
148,37,8,2001,82743,110,1,0,1600,5,4,5,197,1121,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
149,41,4,2001,81106,69,1,0,1900,5,4,5,185,1140,0,1,3,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
150,34,11,2001,78677,110,1,1,1600,5,4,5,85,1105,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
151,40,5,2001,78425,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
152,33,12,2001,78108,90,1,0,2000,3,4,5,210,1170,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
153,33,12,2001,77321,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
154,44,1,2001,74172,110,1,0,1600,5,4,5,163,1615,1,1,3,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
155,44,1,2001,71793,110,1,0,1600,4,4,5,197,1067,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
156,35,10,2001,71200,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
157,38,7,2001,67805,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
158,35,10,2001,65988,110,1,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
159,34,11,2001,65345,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
160,42,3,2001,64564,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
161,36,9,2001,63459,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
162,33,12,2001,62000,110,1,0,1600,5,4,5,19,1075,1,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
163,42,3,2001,61300,97,1,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
164,41,4,2001,61000,110,0,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
165,38,7,2001,60829,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
166,44,1,2001,60500,110,0,0,1600,5,4,5,85,1075,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
167,35,10,2001,59500,69,1,0,1900,3,4,5,64,1110,1,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
168,38,7,2001,58798,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
169,38,7,2001,58363,110,1,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
170,39,6,2001,55678,110,1,0,1600,4,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
171,43,2,2001,55539,110,1,0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
172,42,3,2001,55400,110,0,0,1600,5,4,5,85,1075,1,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
173,43,2,2001,54600,110,0,0,1600,4,4,5,69,1030,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
174,43,2,2001,53773,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
175,42,3,2001,53719,110,1,1,1600,5,4,5,85,1105,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
176,39,6,2001,53644,110,1,0,1600,5,4,5,19,1075,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
177,42,3,2001,53350,110,0,0,1600,5,4,5,85,1075,1,1,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
178,38,7,2001,53000,110,1,0,1600,5,4,5,85,1075,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
179,33,12,2001,51945,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
180,39,6,2001,50873,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
181,41,4,2001,50856,110,0,0,1600,4,4,5,69,1030,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
182,40,5,2001,50640,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
183,39,6,2001,50000,97,1,0,1400,5,4,5,85,1060,0,0,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
184,34,11,2001,49291,110,1,0,1600,3,4,5,69,1040,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
185,40,5,2001,48952,90,1,0,2000,5,4,5,210,1205,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
186,33,12,2001,48928,69,1,0,1900,3,4,5,185,1105,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
187,35,10,2001,48052,69,1,0,1900,3,4,5,185,1105,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
188,43,2,2001,48000,110,1,0,1600,5,4,5,85,1075,0,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
189,41,4,2001,47350,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
190,39,6,2001,46821,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
191,39,6,2001,46694,110,0,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
192,43,2,2001,46515,97,0,0,1400,5,4,5,69,1025,0,0,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
193,38,7,2001,46327,110,1,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
194,39,6,2001,45713,97,1,0,1400,5,4,5,19,1085,0,1,6,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
195,40,5,2001,45600,110,1,1,1600,5,4,5,85,1105,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
196,41,4,2001,45287,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
197,39,6,2001,45081,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
198,40,5,2001,44830,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
199,37,8,2001,44757,97,0,0,1400,3,4,5,69,1025,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
200,44,1,2001,44218,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
201,43,2,2001,43632,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
202,36,9,2001,43427,110,1,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
203,39,6,2001,43254,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
204,33,12,2001,42823,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
205,42,3,2001,42560,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
206,38,7,2001,41754,110,0,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
207,44,1,2001,41499,110,1,0,1600,5,4,5,197,1103,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
208,35,10,2001,41000,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
209,39,6,2001,40000,110,1,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
210,37,8,2001,39757,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
211,43,2,2001,39650,110,0,0,1600,3,4,5,85,1055,0,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
212,44,1,2001,39516,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
213,44,1,2001,39000,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
214,42,3,2001,38932,110,1,0,1600,3,4,5,69,1040,0,1,12,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
215,37,8,2001,38812,97,0,0,1400,3,4,5,69,1025,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
216,40,5,2001,38653,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
217,44,1,2001,38461,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
218,43,2,2001,37576,97,0,0,1400,3,4,5,69,1030,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
219,41,4,2001,37533,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
220,44,1,2001,37389,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
221,38,7,2001,37320,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
222,42,3,2001,37000,97,1,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
223,44,1,2001,37000,110,0,0,1600,4,4,5,19,1075,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
224,40,5,2001,36566,110,0,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
225,36,9,2001,36269,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
226,44,1,2001,36066,110,1,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
227,41,4,2001,34000,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
228,33,12,2001,33591,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
229,35,10,2001,33258,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
230,41,4,2001,33000,110,1,1,1600,5,4,6,19,1075,0,0,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
231,35,10,2001,32941,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
232,38,7,2001,32781,110,0,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
233,40,5,2001,32532,110,1,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
234,34,11,2001,32431,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
235,35,10,2001,32000,110,0,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
236,41,4,2001,30989,110,0,0,1600,3,4,5,69,1045,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
237,41,4,2001,29716,116,1,0,1600,5,4,5,85,1075,0,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
238,44,1,2001,29716,110,1,1,1600,3,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
239,42,3,2001,29640,110,0,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
240,41,4,2001,29056,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
241,33,12,2001,28715,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
242,41,4,2001,28571,110,0,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
243,40,5,2001,28362,110,1,0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
244,38,7,2001,28150,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
245,43,2,2001,27301,110,1,0,1600,3,4,5,69,1040,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
246,33,12,2001,27240,110,1,0,1600,5,4,5,85,1075,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
247,39,6,2001,27170,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
248,42,3,2001,27141,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
249,38,7,2001,26262,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
250,43,2,2001,25228,110,1,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
251,39,6,2001,25062,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
252,39,6,2001,24723,110,1,1,1600,4,4,5,85,1060,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
253,33,12,2001,24650,110,1,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
254,41,4,2001,24475,110,1,0,1600,5,4,5,69,1030,0,1,12,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
255,35,10,2001,24011,97,0,0,1400,3,4,5,69,1025,1,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
256,41,4,2001,24000,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
257,40,5,2001,23616,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
258,38,7,2001,22865,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
259,35,10,2001,21904,97,0,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
260,41,4,2001,21651,97,0,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
261,37,8,2001,21500,110,1,0,1600,5,4,5,69,1030,1,0,12,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
262,44,1,2001,21027,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
263,39,6,2001,18500,110,0,0,1600,4,4,5,69,1030,0,0,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
264,40,5,2001,17051,97,0,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
265,40,5,2001,16325,110,1,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
266,39,6,2001,12000,110,1,0,1600,5,4,5,85,1075,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
267,43,2,2001,10000,97,1,0,1400,5,4,5,85,1060,0,0,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
268,51,6,2000,198167,69,0,0,1900,4,4,5,185,1095,0,1,3,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
269,53,4,2000,176000,69,0,0,1900,3,4,5,185,1105,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
270,54,3,2000,174139,72,1,0,2000,4,4,5,185,1100,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
271,45,12,2000,174000,69,1,0,1900,5,4,5,185,1095,0,0,6,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
272,55,2,2000,150000,110,1,0,1600,3,4,5,72,1075,0,0,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
273,54,3,2000,149329,72,1,0,2000,5,4,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
274,51,6,2000,146736,110,1,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
275,53,4,2000,143513,69,0,0,1900,5,4,5,185,1140,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
276,48,9,2000,142130,110,0,0,1600,5,4,5,197,1119,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
277,48,9,2000,140700,69,1,0,1900,5,4,5,64,1110,0,1,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
278,54,3,2000,138394,69,1,0,1900,4,4,5,185,1095,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
279,55,2,2000,137000,72,1,0,2000,5,4,5,185,1135,0,0,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
280,56,1,2000,129155,69,0,0,1800,5,4,5,64,1110,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
281,50,7,2000,126110,110,0,0,1600,3,4,5,85,1055,0,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
